,Unnamed: 0,Техническое место,Название технического места,level_upper,code,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8
162,162,03-CTT-KD04-0003,Ходовая часть,03-CTT-KD04,first03-CTT-KD04-0003,first03,CTT,KD04,0003,no_data,no_data,no_data,no_data
163,163,03-CTT-KD04-0004,Дополнительные системы,03-CTT-KD04,first03-CTT-KD04-0004,first03,CTT,KD04,0004,no_data,no_data,no_data,no_data
164,164,03-CTT-KD04-TIRE,Автошины и КГШ,03-CTT-KD04,first03-CTT-KD04-TIRE,first03,CTT,KD04,TIRE,no_data,no_data,no_data,no_data
165,165,03-CTT-KD05,Самосвал №1613,03-CTT-K787,first03-CTT-KD05,first03,CTT,KD05,no_data,no_data,no_data,no_data,no_data
166,166,03-CTT-KD05-0001,Двигатель внутреннего сгорания,03-CTT-KD05,first03-CTT-KD05-0001,first03,CTT,KD05,0001,no_data,no_data,no_data,no_data
167,167,03-CTT-KD05-0002,Топливная система,03-CTT-KD05,first03-CTT-KD05-0002,first03,CTT,KD05,0002,no_data,no_data,no_data,no_data
168,168,03-CTT-KD05-0003,Ходовая часть,03-CTT-KD05,first03-CTT-KD05-0003,first03,CTT,KD05,0003,no_data,no_data,no_data,no_data
169,169,03-CTT-KD05-0004,Дополнительные системы,03-CTT-KD05,first03-CTT-KD05-0004,first03,CTT,KD05,0004,no_data,no_data,no_data,no_data
170,170,03-CTT-KD05-TIRE,Автошины и КГШ,03-CTT-KD05,first03-CTT-KD05-TIRE,first03,CTT,KD05,TIRE,no_data,no_data,no_data,no_data
171,171,03-CTT-KD06,Самосвал №1614,03-CTT-K787,first03-CTT-KD06,first03,CTT,KD06,no_data,no_data,no_data,no_data,no_data
172,172,03-CTT-KD06-0001,Двигатель внутреннего сгорания,03-CTT-KD06,first03-CTT-KD06-0001,first03,CTT,KD06,0001,no_data,no_data,no_data,no_data
173,173,03-CTT-KD06-0002,Топливная система,03-CTT-KD06,first03-CTT-KD06-0002,first03,CTT,KD06,0002,no_data,no_data,no_data,no_data
174,174,03-CTT-KD06-0003,Ходовая часть,03-CTT-KD06,first03-CTT-KD06-0003,first03,CTT,KD06,0003,no_data,no_data,no_data,no_data
175,175,03-CTT-KD06-0004,Дополнительные системы,03-CTT-KD06,first03-CTT-KD06-0004,first03,CTT,KD06,0004,no_data,no_data,no_data,no_data
176,176,03-CTT-KD06-TIRE,Автошины и КГШ,03-CTT-KD06,first03-CTT-KD06-TIRE,first03,CTT,KD06,TIRE,no_data,no_data,no_data,no_data
177,177,03-CTT-KD07,Самосвал №1615,03-CTT-K787,first03-CTT-KD07,first03,CTT,KD07,no_data,no_data,no_data,no_data,no_data
178,178,03-CTT-KD07-0001,Двигатель внутреннего сгорания,03-CTT-KD07,first03-CTT-KD07-0001,first03,CTT,KD07,0001,no_data,no_data,no_data,no_data
179,179,03-CTT-KD07-0002,Топливная система,03-CTT-KD07,first03-CTT-KD07-0002,first03,CTT,KD07,0002,no_data,no_data,no_data,no_data
180,180,03-CTT-KD07-0003,Ходовая часть,03-CTT-KD07,first03-CTT-KD07-0003,first03,CTT,KD07,0003,no_data,no_data,no_data,no_data
181,181,03-CTT-KD07-0004,Дополнительные системы,03-CTT-KD07,first03-CTT-KD07-0004,first03,CTT,KD07,0004,no_data,no_data,no_data,no_data
182,182,03-CTT-KD07-TIRE,Автошины и КГШ,03-CTT-KD07,first03-CTT-KD07-TIRE,first03,CTT,KD07,TIRE,no_data,no_data,no_data,no_data
183,183,03-CTT-KH01,Самосвал №1601,03-CTT-K785,first03-CTT-KH01,first03,CTT,KH01,no_data,no_data,no_data,no_data,no_data
184,184,03-CTT-KH01-0001,Двигатель внутреннего сгорания,03-CTT-KH01,first03-CTT-KH01-0001,first03,CTT,KH01,0001,no_data,no_data,no_data,no_data
185,185,03-CTT-KH01-0002,Топливная система,03-CTT-KH01,first03-CTT-KH01-0002,first03,CTT,KH01,0002,no_data,no_data,no_data,no_data
186,186,03-CTT-KH01-0003,Ходовая часть,03-CTT-KH01,first03-CTT-KH01-0003,first03,CTT,KH01,0003,no_data,no_data,no_data,no_data
187,187,03-CTT-KH01-0004,Дополнительные системы,03-CTT-KH01,first03-CTT-KH01-0004,first03,CTT,KH01,0004,no_data,no_data,no_data,no_data
188,188,03-CTT-KH01-TIRE,Автошины и КГШ,03-CTT-KH01,first03-CTT-KH01-TIRE,first03,CTT,KH01,TIRE,no_data,no_data,no_data,no_data
189,189,03-CTT-KH02,Самосвал №1603,03-CTT-K785,first03-CTT-KH02,first03,CTT,KH02,no_data,no_data,no_data,no_data,no_data
190,190,03-CTT-KH02-0001,Двигатель внутреннего сгорания,03-CTT-KH02,first03-CTT-KH02-0001,first03,CTT,KH02,0001,no_data,no_data,no_data,no_data
191,191,03-CTT-KH02-0002,Топливная система,03-CTT-KH02,first03-CTT-KH02-0002,first03,CTT,KH02,0002,no_data,no_data,no_data,no_data
192,192,03-CTT-KH02-0003,Ходовая часть,03-CTT-KH02,first03-CTT-KH02-0003,first03,CTT,KH02,0003,no_data,no_data,no_data,no_data
193,193,03-CTT-KH02-0004,Дополнительные системы,03-CTT-KH02,first03-CTT-KH02-0004,first03,CTT,KH02,0004,no_data,no_data,no_data,no_data
194,194,03-CTT-KH02-TIRE,Автошины и КГШ,03-CTT-KH02,first03-CTT-KH02-TIRE,first03,CTT,KH02,TIRE,no_data,no_data,no_data,no_data
195,195,03-CTT-KH03,Самосвал №1604,03-CTT-K785,first03-CTT-KH03,first03,CTT,KH03,no_data,no_data,no_data,no_data,no_data
196,196,03-CTT-KH03-0001,Двигатель внутреннего сгорания,03-CTT-KH03,first03-CTT-KH03-0001,first03,CTT,KH03,0001,no_data,no_data,no_data,no_data
197,197,03-CTT-KH03-0002,Топливная система,03-CTT-KH03,first03-CTT-KH03-0002,first03,CTT,KH03,0002,no_data,no_data,no_data,no_data
198,198,03-CTT-KH03-0003,Ходовая часть,03-CTT-KH03,first03-CTT-KH03-0003,first03,CTT,KH03,0003,no_data,no_data,no_data,no_data
199,199,03-CTT-KH03-0004,Дополнительные системы,03-CTT-KH03,first03-CTT-KH03-0004,first03,CTT,KH03,0004,no_data,no_data,no_data,no_data
200,200,03-CTT-KH03-TIRE,Автошины и КГШ,03-CTT-KH03,first03-CTT-KH03-TIRE,first03,CTT,KH03,TIRE,no_data,no_data,no_data,no_data
201,201,03-CTT-KH04,Самосвал №1606,03-CTT-K785,first03-CTT-KH04,first03,CTT,KH04,no_data,no_data,no_data,no_data,no_data
202,202,03-CTT-KH04-0001,Двигатель внутреннего сгорания,03-CTT-KH04,first03-CTT-KH04-0001,first03,CTT,KH04,0001,no_data,no_data,no_data,no_data
203,203,03-CTT-KH04-0002,Топливная система,03-CTT-KH04,first03-CTT-KH04-0002,first03,CTT,KH04,0002,no_data,no_data,no_data,no_data
204,204,03-CTT-KH04-0003,Ходовая часть,03-CTT-KH04,first03-CTT-KH04-0003,first03,CTT,KH04,0003,no_data,no_data,no_data,no_data
205,205,03-CTT-KH04-0004,Дополнительные системы,03-CTT-KH04,first03-CTT-KH04-0004,first03,CTT,KH04,0004,no_data,no_data,no_data,no_data
206,206,03-CTT-KH04-TIRE,Автошины и КГШ,03-CTT-KH04,first03-CTT-KH04-TIRE,first03,CTT,KH04,TIRE,no_data,no_data,no_data,no_data
207,207,03-CTT-KH05,Самосвал №1607,03-CTT-K785,first03-CTT-KH05,first03,CTT,KH05,no_data,no_data,no_data,no_data,no_data
208,208,03-CTT-KH05-0001,Двигатель внутреннего сгорания,03-CTT-KH05,first03-CTT-KH05-0001,first03,CTT,KH05,0001,no_data,no_data,no_data,no_data
209,209,03-CTT-KH05-0002,Топливная система,03-CTT-KH05,first03-CTT-KH05-0002,first03,CTT,KH05,0002,no_data,no_data,no_data,no_data
210,210,03-CTT-KH05-0003,Ходовая часть,03-CTT-KH05,first03-CTT-KH05-0003,first03,CTT,KH05,0003,no_data,no_data,no_data,no_data
211,211,03-CTT-KH05-0004,Дополнительные системы,03-CTT-KH05,first03-CTT-KH05-0004,first03,CTT,KH05,0004,no_data,no_data,no_data,no_data
212,212,03-CTT-KH05-TIRE,Автошины и КГШ,03-CTT-KH05,first03-CTT-KH05-TIRE,first03,CTT,KH05,TIRE,no_data,no_data,no_data,no_data
213,213,03-CTT-KM,Оборотный фонд HD1500-8,03-CTT,first03-CTT-KM,first03,CTT,KM,no_data,no_data,no_data,no_data,no_data
214,214,03-CTT-KM01,Самосвал №1621,03-CTT-K150,first03-CTT-KM01,first03,CTT,KM01,no_data,no_data,no_data,no_data,no_data
215,215,03-CTT-KM01-0001,Двигатель внутреннего сгорания,03-CTT-KM01,first03-CTT-KM01-0001,first03,CTT,KM01,0001,no_data,no_data,no_data,no_data
216,216,03-CTT-KM01-0002,Гидравлическая система,03-CTT-KM01,first03-CTT-KM01-0002,first03,CTT,KM01,0002,no_data,no_data,no_data,no_data
217,217,03-CTT-KM01-0003,Ходовая часть,03-CTT-KM01,first03-CTT-KM01-0003,first03,CTT,KM01,0003,no_data,no_data,no_data,no_data
218,218,03-CTT-KM01-0004,Дополнительные системы,03-CTT-KM01,first03-CTT-KM01-0004,first03,CTT,KM01,0004,no_data,no_data,no_data,no_data
219,219,03-CTT-KM01-TIRE,Автошины и КГШ,03-CTT-KM01,first03-CTT-KM01-TIRE,first03,CTT,KM01,TIRE,no_data,no_data,no_data,no_data
220,220,03-CTT-KM02,Самосвал №1622,03-CTT-K150,first03-CTT-KM02,first03,CTT,KM02,no_data,no_data,no_data,no_data,no_data
221,221,03-CTT-KM02-0001,Двигатель внутреннего сгорания,03-CTT-KM02,first03-CTT-KM02-0001,first03,CTT,KM02,0001,no_data,no_data,no_data,no_data
222,222,03-CTT-KM02-0002,Гидравлическая система,03-CTT-KM02,first03-CTT-KM02-0002,first03,CTT,KM02,0002,no_data,no_data,no_data,no_data
223,223,03-CTT-KM02-0003,Ходовая часть,03-CTT-KM02,first03-CTT-KM02-0003,first03,CTT,KM02,0003,no_data,no_data,no_data,no_data
224,224,03-CTT-KM02-0004,Дополнительные системы,03-CTT-KM02,first03-CTT-KM02-0004,first03,CTT,KM02,0004,no_data,no_data,no_data,no_data
225,225,03-CTT-KM02-TIRE,Автошины и КГШ,03-CTT-KM02,first03-CTT-KM02-TIRE,first03,CTT,KM02,TIRE,no_data,no_data,no_data,no_data
226,226,03-CTT-KM03,Самосвал №1623,03-CTT-K150,first03-CTT-KM03,first03,CTT,KM03,no_data,no_data,no_data,no_data,no_data
227,227,03-CTT-KM03-0001,Двигатель внутреннего сгорания,03-CTT-KM03,first03-CTT-KM03-0001,first03,CTT,KM03,0001,no_data,no_data,no_data,no_data
228,228,03-CTT-KM03-0002,Гидравлическая система,03-CTT-KM03,first03-CTT-KM03-0002,first03,CTT,KM03,0002,no_data,no_data,no_data,no_data
229,229,03-CTT-KM03-0003,Ходовая часть,03-CTT-KM03,first03-CTT-KM03-0003,first03,CTT,KM03,0003,no_data,no_data,no_data,no_data
230,230,03-CTT-KM03-0004,Дополнительные системы,03-CTT-KM03,first03-CTT-KM03-0004,first03,CTT,KM03,0004,no_data,no_data,no_data,no_data
231,231,03-CTT-KM03-TIRE,Автошины и КГШ,03-CTT-KM03,first03-CTT-KM03-TIRE,first03,CTT,KM03,TIRE,no_data,no_data,no_data,no_data
232,232,03-CTT-KM04,Самосвал №1624,03-CTT-K150,first03-CTT-KM04,first03,CTT,KM04,no_data,no_data,no_data,no_data,no_data
233,233,03-CTT-KM04-0001,Двигатель внутреннего сгорания,03-CTT-KM04,first03-CTT-KM04-0001,first03,CTT,KM04,0001,no_data,no_data,no_data,no_data
234,234,03-CTT-KM04-0002,Гидравлическая система,03-CTT-KM04,first03-CTT-KM04-0002,first03,CTT,KM04,0002,no_data,no_data,no_data,no_data
235,235,03-CTT-KM04-0003,Ходовая часть,03-CTT-KM04,first03-CTT-KM04-0003,first03,CTT,KM04,0003,no_data,no_data,no_data,no_data
236,236,03-CTT-KM04-0004,Дополнительные системы,03-CTT-KM04,first03-CTT-KM04-0004,first03,CTT,KM04,0004,no_data,no_data,no_data,no_data
237,237,03-CTT-KM04-TIRE,Автошины и КГШ,03-CTT-KM04,first03-CTT-KM04-TIRE,first03,CTT,KM04,TIRE,no_data,no_data,no_data,no_data
238,238,03-CTT-KM05,Самосвал №1625,03-CTT-K150,first03-CTT-KM05,first03,CTT,KM05,no_data,no_data,no_data,no_data,no_data
239,239,03-CTT-KM05-0001,Двигатель внутреннего сгорания,03-CTT-KM05,first03-CTT-KM05-0001,first03,CTT,KM05,0001,no_data,no_data,no_data,no_data
240,240,03-CTT-KM05-0002,Гидравлическая система,03-CTT-KM05,first03-CTT-KM05-0002,first03,CTT,KM05,0002,no_data,no_data,no_data,no_data
241,241,03-CTT-KM05-0003,Ходовая часть,03-CTT-KM05,first03-CTT-KM05-0003,first03,CTT,KM05,0003,no_data,no_data,no_data,no_data
242,242,03-CTT-KM05-0004,Дополнительные системы,03-CTT-KM05,first03-CTT-KM05-0004,first03,CTT,KM05,0004,no_data,no_data,no_data,no_data
243,243,03-CTT-KM05-IRE,Автошины и КГШ,03-CTT-KM05,first03-CTT-KM05-IRE,first03,CTT,KM05,IRE,no_data,no_data,no_data,no_data
244,244,03-CTT-KM05-TIRE,Автошины и КГШ,03-CTT-KM05,first03-CTT-KM05-TIRE,first03,CTT,KM05,TIRE,no_data,no_data,no_data,no_data
245,245,03-CTT-KM06,Самосвал №1626,03-CTT-K150,first03-CTT-KM06,first03,CTT,KM06,no_data,no_data,no_data,no_data,no_data
246,246,03-CTT-KM06-0001,Двигатель внутреннего сгорания,03-CTT-KM06,first03-CTT-KM06-0001,first03,CTT,KM06,0001,no_data,no_data,no_data,no_data
247,247,03-CTT-KM06-0002,Гидравлическая система,03-CTT-KM06,first03-CTT-KM06-0002,first03,CTT,KM06,0002,no_data,no_data,no_data,no_data
248,248,03-CTT-KM06-0003,Ходовая часть,03-CTT-KM06,first03-CTT-KM06-0003,first03,CTT,KM06,0003,no_data,no_data,no_data,no_data
249,249,03-CTT-KM06-0004,Дополнительные системы,03-CTT-KM06,first03-CTT-KM06-0004,first03,CTT,KM06,0004,no_data,no_data,no_data,no_data
250,250,03-CTT-KM06-TIRE,Автошины и КГШ,03-CTT-KM06,first03-CTT-KM06-TIRE,first03,CTT,KM06,TIRE,no_data,no_data,no_data,no_data
251,251,03-CTT-KM07,Самосвал №1627,03-CTT-K150,first03-CTT-KM07,first03,CTT,KM07,no_data,no_data,no_data,no_data,no_data
252,252,03-CTT-KM07-001,Двигатель внутреннего сгорания,03-CTT-KM07,first03-CTT-KM07-001,first03,CTT,KM07,001,no_data,no_data,no_data,no_data
253,253,03-CTT-KM07-002,Гидравлическая система,03-CTT-KM07,first03-CTT-KM07-002,first03,CTT,KM07,002,no_data,no_data,no_data,no_data
254,254,03-CTT-KM07-003,Ходовая часть,03-CTT-KM07,first03-CTT-KM07-003,first03,CTT,KM07,003,no_data,no_data,no_data,no_data
255,255,03-CTT-KM07-004,Дополнительные системы,03-CTT-KM07,first03-CTT-KM07-004,first03,CTT,KM07,004,no_data,no_data,no_data,no_data
256,256,03-CTT-KM07-TIRE,Автошины и КГШ,03-CTT-KM07,first03-CTT-KM07-TIRE,first03,CTT,KM07,TIRE,no_data,no_data,no_data,no_data
257,257,03-CTT-KM08,Самосвал №1628,03-CTT-K150,first03-CTT-KM08,first03,CTT,KM08,no_data,no_data,no_data,no_data,no_data
258,258,03-CTT-KM08-001,Двигатель внутреннего сгорания,03-CTT-KM08,first03-CTT-KM08-001,first03,CTT,KM08,001,no_data,no_data,no_data,no_data
259,259,03-CTT-KM08-002,Гидравлическая система,03-CTT-KM08,first03-CTT-KM08-002,first03,CTT,KM08,002,no_data,no_data,no_data,no_data
260,260,03-CTT-KM08-003,Ходовая часть,03-CTT-KM08,first03-CTT-KM08-003,first03,CTT,KM08,003,no_data,no_data,no_data,no_data
261,261,03-CTT-KM08-004,Дополнительные системы,03-CTT-KM08,first03-CTT-KM08-004,first03,CTT,KM08,004,no_data,no_data,no_data,no_data
262,262,03-CTT-KM08-TIRE,Автошины и КГШ,03-CTT-KM08,first03-CTT-KM08-TIRE,first03,CTT,KM08,TIRE,no_data,no_data,no_data,no_data
263,263,03-CTT-KM09,Самосвал №1629,03-CTT-K150,first03-CTT-KM09,first03,CTT,KM09,no_data,no_data,no_data,no_data,no_data
264,264,03-CTT-KM09-0001,Двигатель внутреннего сгорания,03-CTT-KM09,first03-CTT-KM09-0001,first03,CTT,KM09,0001,no_data,no_data,no_data,no_data
265,265,03-CTT-KM09-0002,Гидравлическая система,03-CTT-KM09,first03-CTT-KM09-0002,first03,CTT,KM09,0002,no_data,no_data,no_data,no_data
266,266,03-CTT-KM09-0003,Ходовая часть,03-CTT-KM09,first03-CTT-KM09-0003,first03,CTT,KM09,0003,no_data,no_data,no_data,no_data
267,267,03-CTT-KM09-0004,Дополнительные системы,03-CTT-KM09,first03-CTT-KM09-0004,first03,CTT,KM09,0004,no_data,no_data,no_data,no_data
268,268,03-CTT-KM09-TIRE,Автошины и КГШ,03-CTT-KM09,first03-CTT-KM09-TIRE,first03,CTT,KM09,TIRE,no_data,no_data,no_data,no_data
269,269,03-CTT-KM10,Самосвал №1630,03-CTT-K150,first03-CTT-KM10,first03,CTT,KM10,no_data,no_data,no_data,no_data,no_data
270,270,03-CTT-SKT,Компрессор REMEZA,03-CTT,first03-CTT-SKT,first03,CTT,SKT,no_data,no_data,no_data,no_data,no_data
271,271,03-CTT-TIRE,Автошины(склад б/у шин ГТК),03-CTT,first03-CTT-TIRE,first03,CTT,TIRE,no_data,no_data,no_data,no_data,no_data
272,272,03-ENS,Энергослужба ГОК,03,first03-ENS,first03,ENS,no_data,no_data,no_data,no_data,no_data,no_data
273,273,03-ENS-0USP,Участок сетей и подстанций,03-ENS,first03-ENS-0USP,first03,ENS,0USP,no_data,no_data,no_data,no_data,no_data
274,274,03-ENS-0USP-DD01,Дизельная электростанция,03-ENS-0USP,first03-ENS-0USP-DD01,first03,ENS,0USP,DD01,no_data,no_data,no_data,no_data
275,275,03-ENS-0USP-DD01-DD01,ЗРУ ДЭС-6кВ,03-ENS-0USP-DD01,first03-ENS-0USP-DD01-DD01,first03,ENS,0USP,DD01,no_data,no_data,no_data,no_data
276,276,03-ENS-0USP-DD02,"Комплекс ДЭС-6 МВт ЦРП-6/0,4",03-ENS-0USP,first03-ENS-0USP-DD02,first03,ENS,0USP,DD02,no_data,no_data,no_data,no_data
277,277,03-ENS-0USP-DD03,Подстанция (Вернинская)-ЗРУ 110/6кВ,03-ENS-0USP,first03-ENS-0USP-DD03,first03,ENS,0USP,DD03,no_data,no_data,no_data,no_data
278,278,03-ENS-0USP-DD04,КРУН-6кВ вахтового поселка,03-ENS-0USP,first03-ENS-0USP-DD04,first03,ENS,0USP,DD04,no_data,no_data,no_data,no_data
279,279,03-ENS-0USP-DD05,Подстанция (Вернинская)-ОРУ 110/6,03-ENS-0USP,first03-ENS-0USP-DD05,first03,ENS,0USP,DD05,no_data,no_data,no_data,no_data
280,280,03-ENS-0USP-DD06,Устройство распред. РП-1 6кВ (ЗИФ),03-ENS-0USP,first03-ENS-0USP-DD06,first03,ENS,0USP,DD06,no_data,no_data,no_data,no_data
281,281,03-ENS-0USP-LINE,Линии воздушные и кабельные,03-ENS-0USP,first03-ENS-0USP-LINE,first03,ENS,0USP,LINE,no_data,no_data,no_data,no_data
282,282,03-ENS-0USP-LN01,КЛ (вставка) электропередач №13 Карьер,03-ENS-0USP-LINE,first03-ENS-0USP-LN01,first03,ENS,0USP,LN01,no_data,no_data,no_data,no_data
283,283,03-ENS-0USP-LN02,ЛЭП ВЛ электропередач №13 Карьер,03-ENS-0USP-LINE,first03-ENS-0USP-LN02,first03,ENS,0USP,LN02,no_data,no_data,no_data,no_data
284,284,03-ENS-0USP-LN03,ЛЭП Воздушные линии электропередач,03-ENS-0USP-LINE,first03-ENS-0USP-LN03,first03,ENS,0USP,LN03,no_data,no_data,no_data,no_data
285,285,03-ENS-0USP-LN04,КЛ электропередач ДСК-1,03-ENS-0USP-LINE,first03-ENS-0USP-LN04,first03,ENS,0USP,LN04,no_data,no_data,no_data,no_data
286,286,03-ENS-0USP-LN05,КЛ электропередач ДСК-2,03-ENS-0USP-LINE,first03-ENS-0USP-LN05,first03,ENS,0USP,LN05,no_data,no_data,no_data,no_data
287,287,03-ENS-0USP-LN06,КЛ (вставка) электропередач Насосная-1,03-ENS-0USP-LINE,first03-ENS-0USP-LN06,first03,ENS,0USP,LN06,no_data,no_data,no_data,no_data
288,288,03-ENS-0USP-LN07,ЛЭП ВЛ электропередач Насосная-1,03-ENS-0USP-LINE,first03-ENS-0USP-LN07,first03,ENS,0USP,LN07,no_data,no_data,no_data,no_data
289,289,03-ENS-0USP-LN08,КЛ электропередач Насосная-1 ПНС-4,03-ENS-0USP-LINE,first03-ENS-0USP-LN08,first03,ENS,0USP,LN08,no_data,no_data,no_data,no_data
290,290,03-ENS-0USP-LN09,КЛ (вставка) электропередач Насосная-2,03-ENS-0USP-LINE,first03-ENS-0USP-LN09,first03,ENS,0USP,LN09,no_data,no_data,no_data,no_data
291,291,03-ENS-0USP-LN10,ЛЭП ВЛ электропередач Насосная-2,03-ENS-0USP-LINE,first03-ENS-0USP-LN10,first03,ENS,0USP,LN10,no_data,no_data,no_data,no_data
292,292,03-ENS-0USP-LN11,КЛ электропередач Насосная-2 ПНС-4,03-ENS-0USP-LINE,first03-ENS-0USP-LN11,first03,ENS,0USP,LN11,no_data,no_data,no_data,no_data
293,293,03-ENS-0USP-LN12,КЛ (вставка) электропередач Первенец-2,03-ENS-0USP-LINE,first03-ENS-0USP-LN12,first03,ENS,0USP,LN12,no_data,no_data,no_data,no_data
294,294,03-ENS-0USP-LN13,ЛЭП ВЛ электропередач Первенец-2,03-ENS-0USP-LINE,first03-ENS-0USP-LN13,first03,ENS,0USP,LN13,no_data,no_data,no_data,no_data
295,295,03-ENS-0USP-LN14,КЛ электропередач РП-6-1,03-ENS-0USP-LINE,first03-ENS-0USP-LN14,first03,ENS,0USP,LN14,no_data,no_data,no_data,no_data
